name,kind,upload,upload_delay,download,download_delay,upload_size,download_size,defer_decryption,runtime,uploaded,downloaded,heap_max_bytes
all,Native,100,10,100,10,1024,16,true,28,47039974,48500945,137332864
all,Native,100,10,100,10,1024,16,false,28,49588898,48911437,136813408
all,Native,100,10,100,10,1024,256,true,30,47071732,51666534,133124743
all,Native,100,10,100,10,1024,256,false,30,52793612,52076798,140553297
all,Native,100,10,100,10,1024,1024,true,33,47173594,61794187,133426058
all,Native,100,10,100,10,1024,1024,false,35,63049898,62205543,151419892
all,Native,100,10,100,10,1024,2048,true,37,47307870,75297123,133827882
all,Native,100,10,100,10,1024,2048,false,43,76722846,75707903,165923292
all,Native,100,10,100,10,2048,16,true,37,61089054,62144169,147477500
all,Native,100,10,100,10,2048,16,false,37,63637990,62555045,151251644
all,Native,100,10,100,10,2048,256,true,38,61121652,65309890,147571423
all,Native,100,10,100,10,2048,256,false,38,66843700,65720562,154630209
all,Native,100,10,100,10,2048,1024,true,42,61222890,75437531,147878790
all,Native,100,10,100,10,2048,1024,false,43,77099818,75848719,165524288
all,Native,100,10,100,10,2048,2048,true,47,61356902,88941547,148280198
all,Native,100,10,100,10,2048,2048,false,50,90771446,89351307,180617276
all,Native,100,15,100,15,1024,16,true,32,47039902,48500429,137330500
all,Native,100,15,100,15,1024,16,false,32,49588298,48911113,136814884
all,Native,100,15,100,15,1024,256,true,33,47071600,51665910,133124075
all,Native,100,15,100,15,1024,256,false,33,52793672,52076906,140555029
all,Native,100,15,100,15,1024,1024,true,37,47172862,61794055,133423598
all,Native,100,15,100,15,1024,1024,false,38,63048794,62204439,151417420
all,Native,100,15,100,15,1024,2048,true,41,47307126,75296775,133825358
all,Native,100,15,100,15,1024,2048,false,47,76722210,75707747,165919908
all,Native,100,15,100,15,2048,16,true,41,61089498,62144505,147477440
all,Native,100,15,100,15,2048,16,false,41,63637726,62554589,151244316
all,Native,100,15,100,15,2048,256,true,42,61121076,65309482,147571779
all,Native,100,15,100,15,2048,256,false,42,66842836,65720034,154625793
all,Native,100,15,100,15,2048,1024,true,46,61222254,75437267,147876262
all,Native,100,15,100,15,2048,1024,false,47,77098282,75848191,165521936
all,Native,100,15,100,15,2048,2048,true,51,61357478,88941163,148275270
all,Native,100,15,100,15,2048,2048,false,54,90772298,89352111,180612968
all,Native,100,20,100,20,1024,16,true,34,47039470,48500429,137334192
all,Native,100,20,100,20,1024,16,false,34,49588214,48911137,136814116
all,Native,100,20,100,20,1024,256,true,35,47071312,51665838,133122539
all,Native,100,20,100,20,1024,256,false,35,52793288,52076582,140553897
all,Native,100,20,100,20,1024,1024,true,38,47172454,61793923,133423086
all,Native,100,20,100,20,1024,1024,false,40,63048794,62204463,151415884
all,Native,100,20,100,20,1024,2048,true,43,47307258,75297543,133827566
all,Native,100,20,100,20,1024,2048,false,49,76722510,75707711,165919652
all,Native,100,20,100,20,2048,16,true,43,61088706,62144373,147477184
all,Native,100,20,100,20,2048,16,false,43,63637966,62554769,151244828
all,Native,100,20,100,20,2048,256,true,45,61120860,65309518,147572803
all,Native,100,20,100,20,2048,256,false,44,66842884,65720574,154623745
all,Native,100,20,100,20,2048,1024,true,47,61222026,75437579,147873862
all,Native,100,20,100,20,2048,1024,false,50,77098654,75848683,165521316
all,Native,100,20,100,20,2048,2048,true,53,61356806,88940971,148273734
all,Native,100,20,100,20,2048,2048,false,56,90772130,89351931,180612604
all,Native,200,10,200,10,1024,16,true,29,47039566,48500441,137332036
all,Native,200,10,200,10,1024,16,false,28,49588898,48911677,136821508
all,Native,200,10,200,10,1024,256,true,29,47072032,51666174,133130507
all,Native,200,10,200,10,1024,256,false,29,52793612,52076846,140556261
all,Native,200,10,200,10,1024,1024,true,32,47172946,61794391,133431086
all,Native,200,10,200,10,1024,1024,false,35,63048962,62204919,151424364
all,Native,200,10,200,10,1024,2048,true,38,47307834,75297447,133833518
all,Native,200,10,200,10,1024,2048,false,43,76722174,75708179,165923904
all,Native,200,10,200,10,2048,16,true,37,61089246,62144433,147481084
all,Native,200,10,200,10,2048,16,false,36,63638002,62554889,151249368
all,Native,200,10,200,10,2048,256,true,37,61121280,65309830,147580419
all,Native,200,10,200,10,2048,256,false,38,66842896,65720994,154632641
all,Native,200,10,200,10,2048,1024,true,41,61222074,75438191,147876354
all,Native,200,10,200,10,2048,1024,false,44,77099098,75848347,165526240
all,Native,200,10,200,10,2048,2048,true,46,61356782,88941127,148277634
all,Native,200,10,200,10,2048,2048,false,50,90771446,89352447,180615352
all,Native,200,15,200,15,1024,16,true,27,47040154,48500561,137332036
all,Native,200,15,200,15,1024,16,false,32,49588466,48911137,136817188
all,Native,200,15,200,15,1024,256,true,32,47071504,51665934,133123659
all,Native,200,15,200,15,1024,256,false,33,52793900,52076966,140555817
all,Native,200,15,200,15,1024,1024,true,36,47173066,61794091,133424974
all,Native,200,15,200,15,1024,1024,false,39,63049238,62204595,151416524
all,Native,200,15,200,15,1024,2048,true,41,47307186,75297039,133828206
all,Native,200,15,200,15,1024,2048,false,47,76722810,75709247,165921572
all,Native,200,15,200,15,2048,16,true,40,61089438,62144061,147478944
all,Native,200,15,200,15,2048,16,false,41,63638206,62555141,151247004
all,Native,200,15,200,15,2048,256,true,41,61121484,65309890,147573827
all,Native,200,15,200,15,2048,256,false,42,66844084,65720202,154624129
all,Native,200,15,200,15,2048,1024,true,45,61222974,75437795,147876038
all,Native,200,15,200,15,2048,1024,false,48,77098906,75848611,165523332
all,Native,200,15,200,15,2048,2048,true,50,61356602,88940731,148277446
all,Native,200,15,200,15,2048,2048,false,55,90772346,89352495,180613756
all,Native,200,20,200,20,1024,16,true,33,47039386,48500441,137332036
all,Native,200,20,200,20,1024,16,false,34,49588502,48911521,136814116
all,Native,200,20,200,20,1024,256,true,34,47071516,51666126,133125355
all,Native,200,20,200,20,1024,256,false,35,52793252,52076846,140555689
all,Native,200,20,200,20,1024,1024,true,38,47172682,61794007,133441006
all,Native,200,20,200,20,1024,1024,false,40,63048674,62204583,151418188
all,Native,200,20,200,20,1024,2048,true,43,47307006,75297087,133827182
all,Native,200,20,200,20,1024,2048,false,50,76722078,75708107,165919908
all,Native,200,20,200,20,2048,16,true,37,61089030,62144433,147478720
all,Native,200,20,200,20,2048,16,false,43,63637990,62554997,151244956
all,Native,200,20,200,20,2048,256,true,44,61120668,65309554,147572803
all,Native,200,20,200,20,2048,256,false,45,66843184,65720610,154625025
all,Native,200,20,200,20,2048,1024,true,47,61222326,75438011,147873990
all,Native,200,20,200,20,2048,1024,false,50,77098126,75848203,165523508
all,Native,200,20,200,20,2048,2048,true,52,61356506,88941151,148276294
all,Native,200,20,200,20,2048,2048,false,56,90771554,89351319,180615932
