name,kind,upload,upload_delay,download,download_delay,upload_size,download_size,defer_decryption,runtime,uploaded,downloaded,heap_max_bytes
all,Native,50,20,50,20,1024,1024,false,23,63048686,62204451,151410204
all,Native,50,20,50,20,1024,2048,true,28,47307282,75296979,133821118
all,Native,50,20,50,20,1024,2048,false,28,76722174,75707591,165931636
all,Native,50,20,50,20,2048,16,true,27,61089186,62143917,147490192
all,Native,50,20,50,20,2048,16,false,27,63637666,62554553,151239020
all,Native,50,20,50,20,2048,256,true,28,61120812,65309386,147584019
all,Native,50,20,50,20,2048,256,false,27,66842836,65719974,154634577
all,Native,50,20,50,20,2048,1024,true,30,61221954,75437303,147885334
all,Native,50,20,50,20,2048,1024,false,28,77098474,75847975,165532020
all,Native,50,20,50,20,2048,2048,true,33,61356602,88940275,148270358
all,Native,50,20,50,20,2048,2048,false,29,90771446,89351487,180623180
all,Native,100,10,100,10,1024,16,true,14,47039566,48500369,137334424
all,Native,100,10,100,10,1024,16,false,14,49588382,48910933,136815764
all,Native,100,10,100,10,1024,256,true,15,47071492,51665790,133125051
all,Native,100,10,100,10,1024,256,false,15,52793504,52076606,140555245
all,Native,100,10,100,10,1024,1024,true,16,47172826,61793947,133426110
all,Native,100,10,100,10,1024,1024,false,16,63049022,62204499,151418396
all,Native,100,10,100,10,1024,2048,true,18,47307450,75297363,133826494
all,Native,100,10,100,10,1024,2048,false,19,76722486,75707603,165921908
all,Native,100,10,100,10,2048,16,true,17,61089186,62143929,147480464
all,Native,100,10,100,10,2048,16,false,17,63638014,62554601,151245292
all,Native,100,10,100,10,2048,256,true,18,61121052,65309422,147574291
all,Native,100,10,100,10,2048,256,false,18,66843112,65720046,154625745
all,Native,100,10,100,10,2048,1024,true,19,61222182,75437375,147876234
all,Native,100,10,100,10,2048,1024,false,19,77098486,75848083,165523572
all,Native,100,10,100,10,2048,2048,true,21,61356662,88940539,148276758
all,Native,100,10,100,10,2048,2048,false,21,90771758,89351163,180614348
all,Native,100,15,100,15,1024,16,true,16,47039146,48500633,137333912
all,Native,100,15,100,15,1024,16,false,17,49588142,48910933,136815764
all,Native,100,15,100,15,1024,256,true,17,47071216,51665754,133141179
all,Native,100,15,100,15,1024,256,false,17,52793216,52076366,140553593
all,Native,100,15,100,15,1024,1024,true,19,47172406,61793803,133443890
all,Native,100,15,100,15,1024,1024,false,18,63048542,62204379,151418380
all,Native,100,15,100,15,1024,2048,true,21,47306814,75296895,133826366
all,Native,100,15,100,15,1024,2048,false,22,76722006,75707555,165922536
all,Native,100,15,100,15,2048,16,true,20,61088730,62143881,147479184
all,Native,100,15,100,15,2048,16,false,20,63637558,62554505,151263584
all,Native,100,15,100,15,2048,256,true,21,61120632,65309326,147573267
all,Native,100,15,100,15,2048,256,false,21,66842740,65719974,154642757
all,Native,100,15,100,15,2048,1024,true,22,61221786,75437231,147876502
all,Native,100,15,100,15,2048,1024,false,22,77098006,75847963,165523572
all,Native,100,15,100,15,2048,2048,true,24,61356050,88940227,148292118
all,Native,100,15,100,15,2048,2048,false,24,90771410,89351103,180614476
all,Native,100,20,100,20,1024,16,true,19,47039242,48500225,137332516
all,Native,100,20,100,20,1024,16,false,19,49587998,48910909,136815736
all,Native,100,20,100,20,1024,256,true,19,47071144,51665658,133142203
all,Native,100,20,100,20,1024,256,false,19,52793096,52076318,140571001
all,Native,100,20,100,20,1024,1024,true,21,47172298,61793563,133442110
all,Native,100,20,100,20,1024,1024,false,20,63048542,62204403,151418396
all,Native,100,20,100,20,1024,2048,true,23,47306634,75296547,133826494
all,Native,100,20,100,20,1024,2048,false,25,76721898,75707531,165921908
all,Native,100,20,100,20,2048,16,true,22,61088694,62143713,147495568
all,Native,100,20,100,20,2048,16,false,24,63637474,62554505,151245036
all,Native,100,20,100,20,2048,256,true,23,61120584,65309170,147575059
all,Native,100,20,100,20,2048,256,false,23,66842584,65719938,154627281
all,Native,100,20,100,20,2048,1024,true,25,61221738,75437051,147874198
all,Native,100,20,100,20,2048,1024,false,24,77097994,75847963,165523572
all,Native,100,20,100,20,2048,2048,true,26,61356074,88940047,148276106
all,Native,100,20,100,20,2048,2048,false,25,90771290,89351079,180630476
all,Native,200,10,200,10,1024,16,true,15,47039554,48500597,137334308
all,Native,200,10,200,10,1024,16,false,15,49588466,48911113,136819860
all,Native,200,10,200,10,1024,256,true,16,47071576,51665910,133126331
all,Native,200,10,200,10,1024,256,false,14,52793516,52076630,140555129
all,Native,200,10,200,10,1024,1024,true,16,47172766,61793947,133427390
all,Native,200,10,200,10,1024,1024,false,17,63049022,62204727,151418652
all,Native,200,10,200,10,1024,2048,true,19,47307078,75297243,133830450
all,Native,200,10,200,10,1024,2048,false,21,76722498,75707771,165925492
all,Native,200,10,200,10,2048,16,true,20,61089282,62144061,147480976
all,Native,200,10,200,10,2048,16,false,17,63638002,62554673,151248108
all,Native,200,10,200,10,2048,256,true,20,61121172,65309494,147591955
all,Native,200,10,200,10,2048,256,false,20,66843148,65720406,154629445
all,Native,200,10,200,10,2048,1024,true,21,61222362,75437423,147876118
all,Native,200,10,200,10,2048,1024,false,19,77098474,75848251,165528296
all,Native,200,10,200,10,2048,2048,true,23,61356650,88940635,148278038
all,Native,200,10,200,10,2048,2048,false,23,90771962,89351907,180616140
all,Native,200,15,200,15,1024,16,true,18,47039302,48500297,137334308
all,Native,200,15,200,15,1024,16,false,18,49588214,48910897,136816276
all,Native,200,15,200,15,1024,256,true,19,47071204,51665730,133142203
all,Native,200,15,200,15,1024,256,false,18,52793276,52076354,140556153
all,Native,200,15,200,15,1024,1024,true,20,47172310,61793635,133427390
all,Native,200,15,200,15,1024,1024,false,19,63048854,62204403,151420700
all,Native,200,15,200,15,1024,2048,true,22,47307270,75297171,133828286
all,Native,200,15,200,15,1024,2048,false,24,76722078,75707543,165923444
all,Native,200,15,200,15,2048,16,true,23,61088874,62143881,147497872
all,Native,200,15,200,15,2048,16,false,20,63637582,62554517,151248108
all,Native,200,15,200,15,2048,256,true,23,61120764,65309314,147575571
all,Native,200,15,200,15,2048,256,false,21,66842740,65719950,154627281
all,Native,200,15,200,15,2048,1024,true,24,61221774,75437195,147878166
all,Native,200,15,200,15,2048,1024,false,22,77098174,75847975,165525620
all,Native,200,15,200,15,2048,2048,true,26,61356242,88940467,148277526
all,Native,200,15,200,15,2048,2048,false,27,90771794,89351463,180616140
all,Native,200,20,200,20,1024,16,true,20,47039290,48500309,137334820
all,Native,200,20,200,20,1024,16,false,20,49588094,48910921,136819348
all,Native,200,20,200,20,1024,256,true,21,47071288,51665766,133127867
all,Native,200,20,200,20,1024,256,false,19,52793228,52076330,140556153
all,Native,200,20,200,20,1024,1024,true,21,47172370,61793755,133443262
all,Native,200,20,200,20,1024,1024,false,21,63048674,62204379,151439132
all,Native,200,20,200,20,1024,2048,true,24,47306694,75296643,133845182
all,Native,200,20,200,20,1024,2048,false,26,76721910,75707555,165941992
all,Native,200,20,200,20,2048,16,true,25,61088718,62143869,147480976
all,Native,200,20,200,20,2048,16,false,25,63637522,62554457,151263468
all,Native,200,20,200,20,2048,256,true,25,61120620,65309290,147593491
all,Native,200,20,200,20,2048,256,false,22,66842572,65719794,154628305
all,Native,200,20,200,20,2048,1024,true,27,61222074,75437183,147894550
all,Native,200,20,200,20,2048,1024,false,26,77098066,75847951,165525108
all,Native,200,20,200,20,2048,2048,true,29,61356410,88940191,148296982
all,Native,200,20,200,20,2048,2048,false,26,90771398,89351127,180633664
