name,kind,upload,upload_delay,download,download_delay,upload_size,download_size,defer_decryption,runtime,uploaded,downloaded,heap_max_bytes
all,Native,200,15,200,15,1024,1024,false,33,63049082,62205051,151416396
all,Native,200,15,200,15,1024,2048,true,36,47307438,75297627,133828078
all,Native,200,15,200,15,1024,2048,false,40,76722654,75708539,165923236
all,Native,200,15,200,15,2048,16,true,36,61089522,62144529,147480768
all,Native,200,15,200,15,2048,16,false,36,63638278,62555177,151245852
all,Native,200,15,200,15,2048,256,true,36,61121184,65309710,147575875
all,Native,200,15,200,15,2048,256,false,36,66843304,65720562,154625025
all,Native,200,15,200,15,2048,1024,true,34,61222170,75438611,147874886
all,Native,200,15,200,15,2048,1024,false,40,77099206,75848875,165523204
all,Native,200,15,200,15,2048,2048,true,43,61357298,88941055,148277318
all,Native,200,15,200,15,2048,2048,false,45,90772298,89351943,180612860
all,Native,200,20,200,20,1024,16,true,27,47039518,48500789,137331140
all,Native,200,20,200,20,1024,16,false,30,49588478,48911293,136815396
all,Native,200,20,200,20,1024,256,true,28,47071504,51665970,133122891
all,Native,200,20,200,20,1024,256,false,31,52793696,52077098,140553897
all,Native,200,20,200,20,1024,1024,true,34,47172898,61794259,133424622
all,Native,200,20,200,20,1024,1024,false,35,63049118,62204907,151416396
all,Native,200,20,200,20,1024,2048,true,38,47307006,75297063,133828078
all,Native,200,20,200,20,1024,2048,false,43,76722078,75707723,165920516
all,Native,200,20,200,20,2048,16,true,38,61089210,62144361,147480768
all,Native,200,20,200,20,2048,16,false,33,63637714,62554697,151244828
all,Native,200,20,200,20,2048,256,true,39,61121256,65309914,147572803
all,Native,200,20,200,20,2048,256,false,40,66843208,65720634,154625025
all,Native,200,20,200,20,2048,1024,true,42,61222026,75437855,147873862
all,Native,200,20,200,20,2048,1024,false,43,77098378,75849151,165522852
all,Native,200,20,200,20,2048,2048,true,46,61356374,88940947,148275270
all,Native,200,20,200,20,2048,2048,false,47,90772154,89351307,180615932
