kind,name,bandwith(Mbps),latency(ms),request_size(B),response_size(B),send_bytes(B),recv_bytes(B),cost(ms),memory(KB)
wasm,test_prot_on_off,50,15,2048,1024,34929553,1140555,9560.8,46276188
wasm,test_prot_on_off,50,15,2048,2048,34970512,1140555,9750.799,46317155
wasm,test_prot_on_off,50,20,1024,16,24162160,1008459,7984.8,35371335
wasm,test_prot_on_off,50,20,1024,256,24174450,1008459,7959.1,35383627
wasm,test_prot_on_off,50,20,1024,1024,24207249,1008459,8194.0,35416468
wasm,test_prot_on_off,50,20,1024,2048,24248209,1008459,8158.7,35457452
wasm,test_prot_on_off,50,20,2048,16,34888591,1140555,9969.399,46235206
wasm,test_prot_on_off,50,20,2048,256,34900883,1140555,10088.9,46247500
wasm,test_prot_on_off,50,20,2048,1024,34929556,1140555,10001.8,46276191
wasm,test_prot_on_off,50,20,2048,2048,34970514,1140555,10068.8,46317157
wasm,test_prot_on_off,100,10,1024,16,24162161,1008459,5279.1,35371336
wasm,test_prot_on_off,100,10,1024,256,24174452,1008459,5316.8,35383629
wasm,test_prot_on_off,100,10,1024,1024,24207250,1008459,5695.899,35416469
wasm,test_prot_on_off,100,10,1024,2048,24248207,1008459,5511.4,35457450
wasm,test_prot_on_off,100,10,2048,16,34888592,1140555,6547.5,46235207
wasm,test_prot_on_off,100,10,2048,256,34900879,1140555,6470.3,46247496
wasm,test_prot_on_off,100,10,2048,1024,34929555,1140555,6399.099,46276190
wasm,test_prot_on_off,100,10,2048,2048,34970513,1140555,6649.899,46317156
wasm,test_prot_on_off,100,15,1024,16,24162164,1008459,5671.899,35371339
wasm,test_prot_on_off,100,15,1024,256,24174449,1008459,5764.199,35383626
wasm,test_prot_on_off,100,15,1024,1024,24207251,1008459,5779.699,35416470
wasm,test_prot_on_off,100,15,1024,2048,24248209,1008459,5793.5,35457452
wasm,test_prot_on_off,100,15,2048,16,34888594,1140555,6754.5,46235209
wasm,test_prot_on_off,100,15,2048,256,34900881,1140555,6727.7,46247498
wasm,test_prot_on_off,100,15,2048,1024,34929550,1140555,6618.699,46276185
wasm,test_prot_on_off,100,15,2048,2048,34970508,1140555,6837.9,46317151
wasm,test_prot_on_off,100,20,1024,16,24162162,1008459,6112.1,35371337
wasm,test_prot_on_off,100,20,1024,256,24174445,1008459,6286.7,35383622
wasm,test_prot_on_off,100,20,1024,1024,24207252,1008459,6079.5,35416471
wasm,test_prot_on_off,100,20,1024,2048,24248210,1008459,6246.7,35457453
wasm,test_prot_on_off,100,20,2048,16,34888590,1140555,7207.6,46235205
wasm,test_prot_on_off,100,20,2048,256,34900880,1140555,7202.7,46247497
wasm,test_prot_on_off,100,20,2048,1024,34929549,1140555,7177.6,46276184
wasm,test_prot_on_off,100,20,2048,2048,34970511,1140555,7306.099,46317154
wasm,test_prot_on_off,200,10,1024,16,24162161,1008459,4511.699,35371336
wasm,test_prot_on_off,200,10,1024,256,24174449,1008459,4375.899,35383626
wasm,test_prot_on_off,200,10,1024,1024,24207249,1008459,4376.099,35416468
wasm,test_prot_on_off,200,10,1024,2048,24248206,1008459,4537.3,35457449
wasm,test_prot_on_off,200,10,2048,16,34888593,1140555,5051.2,46235208
wasm,test_prot_on_off,200,10,2048,256,34900879,1140555,5085.399,46247496
wasm,test_prot_on_off,200,10,2048,1024,34929556,1140555,5035.199,46276191
wasm,test_prot_on_off,200,10,2048,2048,34970514,1140555,5107.799,46317157
wasm,test_prot_on_off,200,15,1024,16,24162163,1008459,4733.3,35371338
wasm,test_prot_on_off,200,15,1024,256,24174452,1008459,5120.199,35383629
wasm,test_prot_on_off,200,15,1024,1024,24207247,1008459,5037.299,35416466
wasm,test_prot_on_off,200,15,1024,2048,24248211,1008458,5096.0,35457453
wasm,test_prot_on_off,200,15,2048,16,34888589,1140555,5514.8,46235204
wasm,test_prot_on_off,200,15,2048,256,34900881,1140555,5320.9,46247498
wasm,test_prot_on_off,200,15,2048,1024,34929553,1140555,5331.3,46276188
wasm,test_prot_on_off,200,15,2048,2048,34970511,1140555,5395.5,46317154
wasm,test_prot_on_off,200,20,1024,16,24162160,1008459,5214.699,35371335
wasm,test_prot_on_off,200,20,1024,256,24174452,1008459,5351.2,35383629
wasm,test_prot_on_off,200,20,1024,1024,24207251,1008459,5297.1,35416470
wasm,test_prot_on_off,200,20,1024,2048,24248209,1008459,5261.0,35457452
wasm,test_prot_on_off,200,20,2048,16,34888596,1140555,5718.199,45973067
wasm,test_prot_on_off,200,20,2048,256,34900879,1140555,5920.5,46247496
wasm,test_prot_on_off,200,20,2048,1024,34929551,1140555,6046.9,46276186
wasm,test_prot_on_off,200,20,2048,2048,34970513,1140555,5828.1,46317156
wasm,test_prove_proxy_tls,50,10,1024,16,375302,788721,2138.9,11351924
wasm,test_prove_proxy_tls,50,10,1024,256,383494,788721,2303.3,11360134
wasm,test_prove_proxy_tls,50,10,1024,1024,416262,788721,2482.0,11392912
wasm,test_prove_proxy_tls,50,10,1024,2048,461350,788721,2427.199,11438056
wasm,test_prove_proxy_tls,50,10,2048,16,375302,788721,2291.1,11351924
wasm,test_prove_proxy_tls,50,10,2048,256,383494,788721,2486.4,11360134
wasm,test_prove_proxy_tls,50,10,2048,1024,416262,788721,2407.0,11392920
wasm,test_prove_proxy_tls,50,10,2048,2048,461350,788721,2605.699,11438048
wasm,test_prove_proxy_tls,50,15,1024,16,375302,788721,2271.5,11351924
wasm,test_prove_proxy_tls,50,15,1024,256,383494,788721,2280.099,11360134
wasm,test_prove_proxy_tls,50,15,1024,1024,416262,788721,2363.699,11392912
wasm,test_prove_proxy_tls,50,15,1024,2048,461350,788721,2524.299,11438056
wasm,test_prove_proxy_tls,50,15,2048,16,375302,788721,2304.4,11351924
wasm,test_prove_proxy_tls,50,15,2048,256,383494,788721,2340.0,11360134
wasm,test_prove_proxy_tls,50,15,2048,1024,416262,788721,2573.699,11392920
wasm,test_prove_proxy_tls,50,15,2048,2048,461350,788721,2448.899,11438048
wasm,test_prove_proxy_tls,50,20,1024,16,375302,788721,2411.799,11351924
wasm,test_prove_proxy_tls,50,20,1024,256,383494,788721,2573.699,11360134
wasm,test_prove_proxy_tls,50,20,1024,1024,416262,788721,2522.8,11392912
wasm,test_prove_proxy_tls,50,20,1024,2048,461350,788721,2809.6,11438056
wasm,test_prove_proxy_tls,50,20,2048,16,375302,788721,2500.6,11351924
wasm,test_prove_proxy_tls,50,20,2048,256,383494,788721,2563.4,11360134
wasm,test_prove_proxy_tls,50,20,2048,1024,416262,788721,2402.099,11392920
wasm,test_prove_proxy_tls,50,20,2048,2048,461350,788721,2593.899,11438048
wasm,test_prove_proxy_tls,100,10,1024,16,375302,788721,2362.6,11351924
wasm,test_prove_proxy_tls,100,10,1024,256,383494,788721,2260.6,11360134
wasm,test_prove_proxy_tls,100,10,1024,1024,416262,788721,2553.299,11392912
wasm,test_prove_proxy_tls,100,10,1024,2048,461350,788721,2414.9,11438056
wasm,test_prove_proxy_tls,100,10,2048,16,375302,788721,2465.899,11351924
wasm,test_prove_proxy_tls,100,10,2048,256,383494,788721,2459.8,11360134
wasm,test_prove_proxy_tls,100,10,2048,1024,416262,788721,2518.099,11392920
wasm,test_prove_proxy_tls,100,10,2048,2048,461350,788721,2520.599,11438048
wasm,test_prove_proxy_tls,100,15,1024,16,375302,788721,2755.7,11351924
wasm,test_prove_proxy_tls,100,15,1024,256,383494,788721,2536.5,11360134
wasm,test_prove_proxy_tls,100,15,1024,1024,416262,788721,2470.9,11392912
wasm,test_prove_proxy_tls,100,15,1024,2048,461350,788721,2575.099,11438056
wasm,test_prove_proxy_tls,100,15,2048,16,375302,788721,2456.3,11351924
wasm,test_prove_proxy_tls,100,15,2048,256,383494,788721,2391.699,11360134
wasm,test_prove_proxy_tls,100,15,2048,1024,416262,788721,2684.699,11392920
wasm,test_prove_proxy_tls,100,15,2048,2048,461350,788721,2704.899,11438048
wasm,test_prove_proxy_tls,100,20,1024,16,375302,788721,2565.5,11351924
wasm,test_prove_proxy_tls,100,20,1024,256,383494,788721,2575.399,11360134
wasm,test_prove_proxy_tls,100,20,1024,1024,416262,788721,2597.5,11392912
wasm,test_prove_proxy_tls,100,20,1024,2048,461350,788721,2639.3,11438056
wasm,test_prove_proxy_tls,100,20,2048,16,375302,788721,2591.899,11351924
wasm,test_prove_proxy_tls,100,20,2048,256,383494,788721,2480.399,11360134
wasm,test_prove_proxy_tls,100,20,2048,1024,416262,788721,2538.099,11392920
wasm,test_prove_proxy_tls,100,20,2048,2048,461350,788721,2736.5,11438048
wasm,test_prove_proxy_tls,200,10,1024,16,375302,788721,2412.699,11351924
wasm,test_prove_proxy_tls,200,10,1024,256,383494,788721,2426.6,11360134
wasm,test_prove_proxy_tls,200,10,1024,1024,416262,788721,2518.4,11392912
wasm,test_prove_proxy_tls,200,10,1024,2048,461350,788721,2577.399,11438056
wasm,test_prove_proxy_tls,200,10,2048,16,375302,788721,2306.9,11351924
wasm,test_prove_proxy_tls,200,10,2048,256,383494,788721,2337.199,11360134
wasm,test_prove_proxy_tls,200,10,2048,1024,416262,788721,2475.399,11392920
wasm,test_prove_proxy_tls,200,10,2048,2048,461350,788721,2659.699,11438048
wasm,test_prove_proxy_tls,200,15,1024,16,375302,788721,2517.9,11351924
wasm,test_prove_proxy_tls,200,15,1024,256,383494,788721,2410.3,11360134
wasm,test_prove_proxy_tls,200,15,1024,1024,416262,788721,2786.0,11392912
wasm,test_prove_proxy_tls,200,15,1024,2048,461350,788721,2617.4,11438056
wasm,test_prove_proxy_tls,200,15,2048,16,375302,788721,2699.299,11351924
wasm,test_prove_proxy_tls,200,15,2048,256,383494,788721,2560.6,11360134
wasm,test_prove_proxy_tls,200,15,2048,1024,416262,788721,2590.8,11392920
wasm,test_prove_proxy_tls,200,15,2048,2048,461350,788721,2915.199,11438048
wasm,test_prove_proxy_tls,200,20,1024,16,375302,788721,2531.5,11351924
wasm,test_prove_proxy_tls,200,20,1024,256,383494,788721,2463.3,11360134
wasm,test_prove_proxy_tls,200,20,1024,1024,416262,788721,2726.5,11392912
wasm,test_prove_proxy_tls,200,20,1024,2048,461350,788721,2688.8,11438056
wasm,test_prove_proxy_tls,200,20,2048,16,375302,788721,2665.3,11351924
wasm,test_prove_proxy_tls,200,20,2048,256,383494,788721,2556.899,11360134
wasm,test_prove_proxy_tls,200,20,2048,1024,416262,788721,2772.3,11392920
wasm,test_prove_proxy_tls,200,20,2048,2048,461350,788721,2880.2,11438048
