name,kind,upload,upload_delay,download,download_delay,upload_size,download_size,defer_decryption,runtime,uploaded,downloaded,heap_max_bytes
all,Browser,50,15,50,15,2048,2048,true,39,61356542,88940407,
all,Browser,50,15,50,15,2048,2048,false,35,90771698,89350755,
all,Browser,50,20,50,20,1024,16,true,30,47039410,48500621,
all,Browser,50,20,50,20,1024,16,false,28,49588190,48911233,
all,Browser,50,20,50,20,1024,256,true,30,47071408,51666210,
all,Browser,50,20,50,20,1024,256,false,28,52793252,52076666,
all,Browser,50,20,50,20,1024,1024,true,33,47172574,61794019,
all,Browser,50,20,50,20,1024,1024,false,28,63048470,62204367,
all,Browser,50,20,50,20,1024,2048,true,36,47307078,75296907,
all,Browser,50,20,50,20,1024,2048,false,36,76722162,75707939,
all,Browser,50,20,50,20,2048,16,true,36,61088982,62144001,
all,Browser,50,20,50,20,2048,16,false,36,63637798,62555201,
all,Browser,50,20,50,20,2048,256,true,36,61120800,65309518,
all,Browser,50,20,50,20,2048,256,false,35,66842536,65720022,
all,Browser,50,20,50,20,2048,1024,true,39,61221966,75437315,
all,Browser,50,20,50,20,2048,1024,false,36,77097850,75847987,
all,Browser,50,20,50,20,2048,2048,true,45,61356398,88940803,
all,Browser,50,20,50,20,2048,2048,false,36,90771530,89351487,
all,Browser,100,10,100,10,1024,16,true,19,47039710,48500105,
all,Browser,100,10,100,10,1024,16,false,18,49588394,48911185,
all,Browser,100,10,100,10,1024,256,true,19,47071444,51665538,
all,Browser,100,10,100,10,1024,256,false,19,52793600,52076222,
all,Browser,100,10,100,10,1024,1024,true,21,47172682,61793515,
all,Browser,100,10,100,10,1024,1024,false,20,63049106,62204499,
all,Browser,100,10,100,10,1024,2048,true,23,47307066,75296463,
all,Browser,100,10,100,10,1024,2048,false,23,76722606,75707171,
all,Browser,100,10,100,10,2048,16,true,23,61089294,62143545,
all,Browser,100,10,100,10,2048,16,false,23,63638014,62554193,
all,Browser,100,10,100,10,2048,256,true,24,61121040,65309014,
all,Browser,100,10,100,10,2048,256,false,23,66843076,65719614,
all,Browser,100,10,100,10,2048,1024,true,26,61222386,75436919,
all,Browser,100,10,100,10,2048,1024,false,24,77098618,75847483,
all,Browser,100,10,100,10,2048,2048,true,28,61356770,88939915,
all,Browser,100,10,100,10,2048,2048,false,24,90771914,89350815,
all,Browser,100,15,100,15,1024,16,true,23,47039734,48500645,
all,Browser,100,15,100,15,1024,16,false,21,49588394,48911233,
all,Browser,100,15,100,15,1024,256,true,23,47071456,51665982,
all,Browser,100,15,100,15,1024,256,false,21,52793516,52076522,
all,Browser,100,15,100,15,1024,1024,true,24,47172694,61793719,
all,Browser,100,15,100,15,1024,1024,false,21,63048986,62204451,
all,Browser,100,15,100,15,1024,2048,true,26,47307030,75296547,
all,Browser,100,15,100,15,1024,2048,false,26,76722306,75707555,
all,Browser,100,15,100,15,2048,16,true,28,61089162,62143869,
all,Browser,100,15,100,15,2048,16,false,27,63637930,62554637,
all,Browser,100,15,100,15,2048,256,true,28,61120884,65309326,
all,Browser,100,15,100,15,2048,256,false,27,66843112,65720046,
all,Browser,100,15,100,15,2048,1024,true,30,61222074,75437291,
all,Browser,100,15,100,15,2048,1024,false,26,77098558,75847975,
all,Browser,100,15,100,15,2048,2048,true,31,61356530,88940371,
all,Browser,100,15,100,15,2048,2048,false,25,90771782,89351007,
all,Browser,100,20,100,20,1024,16,true,25,47039482,48500621,
all,Browser,100,20,100,20,1024,16,false,24,49588322,48911365,
all,Browser,100,20,100,20,1024,256,true,25,47071444,51665646,
all,Browser,100,20,100,20,1024,256,false,23,52793456,52076450,
all,Browser,100,20,100,20,1024,1024,true,27,47172490,61793863,
all,Browser,100,20,100,20,1024,1024,false,23,63048890,62204391,
all,Browser,100,20,100,20,1024,2048,true,29,47307054,75297099,
all,Browser,100,20,100,20,1024,2048,false,29,76722450,75707579,
all,Browser,100,20,100,20,2048,16,true,32,61089114,62144013,
all,Browser,100,20,100,20,2048,16,false,30,63637762,62554205,
all,Browser,100,20,100,20,2048,256,true,32,61120824,65309278,
all,Browser,100,20,100,20,2048,256,false,30,66843040,65719686,
all,Browser,100,20,100,20,2048,1024,true,33,61222182,75437471,
all,Browser,100,20,100,20,2048,1024,false,29,77098378,75847951,
all,Browser,100,20,100,20,2048,2048,true,35,61356242,88940311,
all,Browser,100,20,100,20,2048,2048,false,28,90771866,89350959,
all,Browser,200,10,200,10,1024,16,true,17,47039362,48500033,
all,Browser,200,10,200,10,1024,16,false,16,49588166,48911101,
all,Browser,200,10,200,10,1024,256,true,17,47071312,51665454,
all,Browser,200,10,200,10,1024,256,false,16,52793444,52076330,
all,Browser,200,10,200,10,1024,1024,true,18,47172550,61793455,
all,Browser,200,10,200,10,1024,1024,false,16,63048866,62204271,
all,Browser,200,10,200,10,1024,2048,true,19,47306862,75296391,
all,Browser,200,10,200,10,1024,2048,false,20,76722438,75707447,
all,Browser,200,10,200,10,2048,16,true,21,61088994,62143713,
all,Browser,200,10,200,10,2048,16,false,20,63637834,62554421,
all,Browser,200,10,200,10,2048,256,true,21,61120848,65308882,
all,Browser,200,10,200,10,2048,256,false,20,66843004,65719842,
all,Browser,200,10,200,10,2048,1024,true,22,61222014,75436835,
all,Browser,200,10,200,10,2048,1024,false,20,77098498,75847615,
all,Browser,200,10,200,10,2048,2048,true,23,61356458,88939867,
all,Browser,200,10,200,10,2048,2048,false,20,90771986,89350935,
all,Browser,200,15,200,15,1024,16,true,20,47039398,48500033,
all,Browser,200,15,200,15,1024,16,false,19,49588190,48911053,
all,Browser,200,15,200,15,1024,256,true,20,47071288,51665490,
all,Browser,200,15,200,15,1024,256,false,19,52793324,52076102,
all,Browser,200,15,200,15,1024,1024,true,21,47172382,61793371,
all,Browser,200,15,200,15,1024,1024,false,19,63048854,62204451,
all,Browser,200,15,200,15,1024,2048,true,22,47306718,75296415,
all,Browser,200,15,200,15,1024,2048,false,23,76722270,75707435,
all,Browser,200,15,200,15,2048,16,true,25,61088958,62143497,
all,Browser,200,15,200,15,2048,16,false,24,63637678,62554121,
all,Browser,200,15,200,15,2048,256,true,26,61120860,65308906,
all,Browser,200,15,200,15,2048,256,false,24,66842764,65719974,
all,Browser,200,15,200,15,2048,1024,true,26,61221882,75436799,
all,Browser,200,15,200,15,2048,1024,false,23,77098354,75847411,
all,Browser,200,15,200,15,2048,2048,true,28,61356242,88939807,
all,Browser,200,15,200,15,2048,2048,false,22,90771878,89350851,
all,Browser,200,20,200,20,1024,16,true,22,47039410,48500549,
all,Browser,200,20,200,20,1024,16,false,22,49588010,48910657,
all,Browser,200,20,200,20,1024,256,true,23,47071228,51665922,
all,Browser,200,20,200,20,1024,256,false,21,52793264,52076114,
all,Browser,200,20,200,20,1024,1024,true,24,47172322,61794079,
all,Browser,200,20,200,20,1024,1024,false,20,63048806,62204283,
all,Browser,200,20,200,20,1024,2048,true,26,47306706,75296895,
all,Browser,200,20,200,20,1024,2048,false,27,76722198,75707519,
all,Browser,200,20,200,20,2048,16,true,29,61088766,62144193,
all,Browser,200,20,200,20,2048,16,false,27,63637390,62554721,
all,Browser,200,20,200,20,2048,256,true,29,61120716,65309290,
all,Browser,200,20,200,20,2048,256,false,27,66842848,65719734,
all,Browser,200,20,200,20,2048,1024,true,30,61221978,75437207,
all,Browser,200,20,200,20,2048,1024,false,27,77098342,75847795,
all,Browser,200,20,200,20,2048,2048,true,32,61356074,88940551,
all,Browser,200,20,200,20,2048,2048,false,26,90771482,89350851,
